ID,marital,housing,loan,contact,y
23311,married,no,no,cellular,是
23312,divorced,no,no,cellular,是
23313,married,yes,no,cellular,是
23314,married,no,yes,cellular,是
23315,married,no,no,cellular,是
23316,married,yes,no,cellular,是
23317,single,no,no,cellular,是
23318,married,no,no,cellular,是
23319,married,no,no,cellular,是
23320,single,no,no,cellular,是
23321,married,yes,no,cellular,是
23322,married,yes,no,cellular,是
23323,married,no,no,cellular,是
23324,married,yes,no,unknown,是
23325,single,yes,no,cellular,是
23326,married,no,no,telephone,是
23327,married,yes,no,unknown,是
23328,married,no,no,cellular,是
23329,married,no,no,telephone,是
23330,divorced,no,no,cellular,是
23331,married,no,no,cellular,是
23332,married,no,no,cellular,是
23333,married,no,yes,cellular,是
23334,single,no,no,cellular,是
23335,married,no,no,cellular,是
23336,divorced,yes,no,unknown,是
23337,single,no,no,cellular,是
23338,married,no,no,cellular,是
23339,married,yes,no,cellular,是
23340,divorced,no,no,cellular,是
23341,married,no,no,cellular,是
23342,married,no,no,cellular,是
23343,single,no,no,cellular,是
23344,single,no,no,cellular,是
23345,single,no,no,cellular,是
23346,married,yes,yes,cellular,是
23347,married,no,no,cellular,是
23348,single,yes,no,cellular,是
23349,single,yes,no,cellular,是
23350,single,yes,no,cellular,是
23351,single,no,no,cellular,是
23352,single,no,no,unknown,是
23353,single,yes,no,unknown,是
23354,married,no,no,telephone,是
23355,single,yes,yes,cellular,是
23356,married,yes,no,cellular,是
23357,married,no,no,cellular,是
23358,divorced,no,no,cellular,是
23359,single,no,no,cellular,是
23360,married,no,no,cellular,是
23361,married,yes,no,unknown,是
23362,single,no,no,cellular,是
23363,divorced,yes,no,cellular,是
23364,single,no,no,cellular,是
23365,single,yes,no,unknown,是
23366,married,yes,no,telephone,是
23367,single,no,no,telephone,是
23368,married,yes,no,cellular,是
23369,married,yes,yes,unknown,是
23370,single,no,no,cellular,是
23371,married,yes,yes,telephone,是
23372,single,no,no,cellular,是
23373,single,no,no,cellular,是
23374,married,no,no,telephone,是
23375,single,yes,no,unknown,是
23376,married,no,no,cellular,是
23377,single,no,no,cellular,是
23378,married,no,no,telephone,是
23379,single,no,no,cellular,是
23380,married,yes,no,cellular,是
23381,married,no,no,cellular,是
23382,divorced,yes,no,telephone,是
23383,single,no,no,cellular,是
23384,married,no,no,cellular,是
23385,divorced,yes,no,cellular,是
23386,single,no,yes,cellular,是
23387,single,yes,no,cellular,是
23388,single,yes,no,cellular,是
23389,divorced,no,no,cellular,是
23390,married,no,no,cellular,是
23391,single,no,no,cellular,是
23392,single,no,no,cellular,是
23393,single,no,no,cellular,是
23394,married,no,no,cellular,是
23395,married,no,no,telephone,是
23396,single,no,no,cellular,是
23397,married,no,no,cellular,是
23398,married,no,no,telephone,是
23399,single,no,no,cellular,是
23400,married,no,no,telephone,是
23401,married,no,no,cellular,是
23402,married,yes,no,unknown,是
23403,married,no,no,telephone,是
23404,single,no,no,cellular,是
23405,married,yes,no,cellular,是
23406,married,yes,yes,cellular,是
23407,married,no,no,cellular,是
23408,single,no,no,cellular,是
23409,married,no,no,cellular,是
23410,married,no,no,cellular,是
23411,married,no,no,cellular,是
23412,divorced,no,no,cellular,是
23413,single,no,no,cellular,是
23414,married,no,no,cellular,是
23415,married,no,no,cellular,是
23416,married,no,no,cellular,是
23417,married,no,no,cellular,是
23418,married,no,no,cellular,是
23419,married,no,no,cellular,是
23420,single,yes,no,cellular,是
23421,married,no,no,cellular,是
23422,married,no,no,cellular,是
23423,married,no,no,cellular,是
23424,single,no,no,telephone,是
23425,single,no,no,cellular,是
23426,divorced,no,no,cellular,是
23427,married,no,yes,cellular,是
23428,single,yes,yes,cellular,是
23429,married,no,no,cellular,是
23430,married,no,no,cellular,是
23431,married,yes,yes,unknown,是
23432,married,no,no,cellular,是
23433,married,yes,yes,cellular,是
23434,married,no,no,cellular,是
23435,divorced,yes,no,cellular,是
23436,married,yes,no,cellular,是
23437,married,yes,no,cellular,是
23438,single,no,yes,cellular,是
23439,married,yes,no,unknown,是
23440,married,no,no,telephone,是
23441,single,no,no,cellular,是
23442,single,no,no,cellular,是
23443,single,no,no,cellular,是
23444,divorced,no,no,cellular,是
23445,married,no,no,cellular,是
23446,married,no,no,cellular,是
23447,married,no,no,cellular,是
23448,single,no,no,cellular,是
23449,single,no,no,cellular,是
23450,divorced,yes,no,cellular,是
23451,single,no,no,cellular,是
23452,married,no,no,cellular,是
23453,single,no,no,cellular,是
23454,single,no,no,cellular,是
23455,single,no,yes,cellular,是
23456,married,no,no,unknown,是
23457,married,yes,no,cellular,是
23458,married,no,no,cellular,是
23459,divorced,no,no,cellular,是
23460,married,no,yes,telephone,是
23461,single,yes,no,cellular,是
23462,divorced,no,no,telephone,是
23463,single,yes,no,cellular,是
23464,married,no,no,cellular,是
23465,single,yes,no,cellular,是
23466,married,yes,yes,cellular,是
23467,single,no,no,cellular,是
23468,divorced,yes,no,cellular,是
23469,married,yes,yes,cellular,是
23470,married,yes,no,unknown,是
23471,married,yes,no,cellular,是
23472,married,yes,no,cellular,是
23473,single,no,no,cellular,是
23474,married,no,no,telephone,是
23475,married,no,no,unknown,是
23476,single,yes,no,cellular,是
23477,single,no,no,unknown,是
23478,single,no,no,cellular,是
23479,divorced,no,no,cellular,是
23480,married,no,no,cellular,是
23481,married,no,no,cellular,是
23482,single,no,yes,cellular,是
23483,single,no,no,cellular,是
23484,married,yes,no,cellular,是
23485,married,no,no,cellular,是
23486,single,no,no,cellular,是
23487,divorced,no,no,cellular,是
23488,married,yes,no,cellular,是
23489,married,yes,no,cellular,是
23490,married,no,no,cellular,是
23491,married,no,no,telephone,是
23492,divorced,no,no,cellular,是
23493,married,yes,no,cellular,是
23494,single,no,no,cellular,是
23495,married,no,no,cellular,是
23496,married,yes,no,cellular,是
23497,divorced,yes,no,cellular,是
23498,divorced,yes,no,cellular,是
23499,divorced,yes,no,cellular,是
23500,married,yes,no,cellular,是
23501,married,yes,no,cellular,是
23502,single,no,no,cellular,是
23503,single,no,no,cellular,是
23504,married,no,no,cellular,是
23505,single,no,no,telephone,是
23506,single,yes,no,cellular,是
23507,married,no,no,cellular,是
23508,married,yes,no,unknown,是
23509,married,no,no,cellular,是
23510,single,no,no,cellular,是
23511,divorced,no,no,cellular,是
23512,married,no,no,unknown,是
23513,married,no,no,cellular,是
23514,married,no,yes,cellular,是
23515,married,yes,no,cellular,是
23516,married,no,no,cellular,是
23517,single,no,no,cellular,是
23518,divorced,no,no,cellular,是
23519,married,no,no,cellular,是
23520,married,no,no,telephone,是
23521,divorced,no,no,cellular,是
23522,single,no,yes,cellular,是
23523,married,no,no,cellular,是
23524,married,yes,no,cellular,是
23525,divorced,yes,no,cellular,是
23526,single,yes,no,cellular,是
23527,single,no,no,unknown,是
23528,married,no,no,cellular,是
23529,single,no,no,cellular,是
23530,married,yes,yes,cellular,是
23531,single,no,no,unknown,是
23532,single,no,no,cellular,是
23533,married,yes,no,cellular,是
23534,married,no,no,cellular,是
23535,divorced,no,no,cellular,是
23536,divorced,no,no,cellular,是
23537,single,no,no,telephone,是
23538,married,no,no,cellular,是
23539,married,no,no,cellular,是
23540,married,no,no,telephone,是
23541,divorced,no,no,cellular,是
23542,married,no,no,cellular,是
23543,single,yes,no,cellular,是
23544,married,yes,no,unknown,是
23545,single,no,no,cellular,是
23546,single,yes,no,cellular,是
23547,single,no,no,cellular,是
23548,married,yes,yes,cellular,是
23549,married,yes,yes,cellular,是
23550,single,yes,no,cellular,是
23551,married,no,no,cellular,是
23552,married,no,no,cellular,是
23553,single,no,no,cellular,是
23554,married,no,no,cellular,是
23555,single,no,no,cellular,是
23556,single,yes,no,cellular,是
23557,single,no,no,cellular,是
23558,single,no,no,cellular,是
23559,married,no,no,cellular,是
23560,married,no,no,cellular,是
23561,married,no,no,telephone,是
23562,married,no,no,cellular,是
23563,married,yes,no,cellular,是
23564,single,no,no,cellular,是
23565,married,no,no,cellular,是
23566,married,no,no,unknown,是
23567,married,no,yes,cellular,是
23568,divorced,no,no,telephone,是
23569,married,no,no,cellular,是
23570,single,yes,no,cellular,是
23571,married,no,no,telephone,是
23572,single,no,no,cellular,是
23573,single,no,no,cellular,是
23574,divorced,no,no,cellular,是
23575,single,yes,no,cellular,是
23576,married,no,no,telephone,是
23577,married,yes,no,cellular,是
23578,single,yes,no,cellular,是
23579,married,no,no,cellular,是
23580,single,yes,no,cellular,是
23581,married,yes,no,unknown,是
23582,married,no,no,cellular,是
23583,divorced,yes,no,cellular,是
23584,married,yes,no,cellular,是
23585,single,yes,no,cellular,是
23586,single,no,no,cellular,是
23587,single,no,no,unknown,是
23588,married,no,no,cellular,是
23589,married,no,no,cellular,是
23590,divorced,no,yes,unknown,是
23591,married,no,no,cellular,是
23592,married,no,no,unknown,是
23593,divorced,no,no,cellular,是
23594,married,no,no,telephone,是
23595,married,yes,no,cellular,是
23596,divorced,no,no,cellular,是
23597,married,no,no,unknown,是
23598,single,yes,no,cellular,是
23599,married,no,no,cellular,是
23600,married,yes,yes,cellular,是
23601,married,no,no,cellular,是
23602,single,yes,no,cellular,是
23603,married,yes,no,cellular,是
23604,married,yes,no,cellular,是
23605,single,yes,no,cellular,是
23606,married,yes,no,unknown,是
23607,married,yes,no,cellular,是
23608,single,no,no,cellular,是
23609,single,no,no,unknown,是
23610,single,no,no,cellular,是
23611,single,no,no,cellular,是
23612,single,no,no,cellular,是
23613,single,no,no,telephone,是
23614,single,no,no,cellular,是
23615,single,no,no,cellular,是
23616,divorced,no,no,cellular,是
23617,married,no,no,cellular,是
23618,married,yes,no,cellular,是
23619,single,no,no,telephone,是
23620,married,no,no,cellular,是
23621,divorced,no,yes,cellular,是
23622,married,no,no,cellular,是
23623,single,no,no,cellular,是
23624,single,yes,no,cellular,是
23625,married,no,no,cellular,是
23626,single,yes,no,cellular,是
23627,single,yes,no,cellular,是
23628,married,no,no,cellular,是
23629,single,no,no,cellular,是
23630,single,no,no,cellular,是
23631,married,no,no,cellular,是
23632,married,no,no,cellular,是
23633,single,yes,yes,cellular,是
23634,single,yes,yes,cellular,是
23635,married,no,no,cellular,是
23636,divorced,yes,no,cellular,是
23637,divorced,no,no,cellular,是
23638,married,no,no,cellular,是
23639,married,yes,no,cellular,是
23640,married,no,no,cellular,是
23641,married,no,no,cellular,是
23642,single,yes,yes,cellular,是
23643,married,yes,no,cellular,是
23644,divorced,no,no,cellular,是
23645,married,no,no,telephone,是
23646,single,no,no,telephone,是
23647,married,yes,no,cellular,是
23648,married,no,no,cellular,是
23649,married,no,no,cellular,是
23650,married,no,no,cellular,是
23651,single,yes,no,cellular,是
23652,married,yes,no,cellular,是
23653,married,yes,no,cellular,是
23654,divorced,yes,no,unknown,是
23655,single,no,no,cellular,是
23656,divorced,yes,no,cellular,是
23657,married,no,no,cellular,是
23658,married,no,no,cellular,是
23659,married,no,no,cellular,是
23660,divorced,no,yes,unknown,是
23661,divorced,no,no,cellular,是
23662,married,no,no,telephone,是
23663,divorced,no,no,cellular,是
23664,divorced,no,no,cellular,是
23665,single,no,no,cellular,是
23666,married,no,no,cellular,是
23667,married,no,yes,cellular,是
23668,married,no,no,unknown,是
23669,married,no,no,cellular,是
23670,married,yes,no,cellular,是
23671,single,no,no,cellular,是
23672,married,no,no,cellular,是
23673,single,no,no,cellular,是
23674,married,yes,no,cellular,是
23675,married,yes,yes,cellular,是
23676,married,no,no,cellular,是
23677,married,yes,no,cellular,是
23678,single,yes,no,cellular,是
23679,single,no,no,cellular,是
23680,married,yes,no,cellular,是
23681,married,yes,no,cellular,是
23682,married,no,no,cellular,是
23683,divorced,yes,no,unknown,是
23684,married,yes,no,cellular,是
23685,married,no,no,cellular,是
23686,married,no,no,cellular,是
23687,married,no,no,cellular,是
23688,single,no,no,cellular,是
23689,married,no,no,cellular,是
23690,married,no,no,telephone,是
23691,married,no,no,cellular,是
23692,single,no,no,cellular,是
23693,single,no,no,cellular,是
23694,single,yes,no,cellular,是
23695,single,no,no,cellular,是
23696,married,yes,no,cellular,是
23697,married,yes,no,cellular,是
23698,married,no,no,cellular,是
23699,married,no,no,cellular,是
23700,divorced,no,no,cellular,是
23701,married,yes,no,cellular,是
23702,married,no,yes,cellular,是
23703,married,yes,no,cellular,是
23704,married,yes,no,cellular,是
23705,single,yes,no,unknown,是
23706,married,yes,yes,cellular,是
23707,divorced,no,no,cellular,是
23708,married,no,no,cellular,是
23709,single,no,no,telephone,是
23710,married,no,no,cellular,是
23711,married,yes,no,cellular,是
23712,single,no,no,cellular,是
23713,single,yes,yes,cellular,是
23714,married,yes,no,unknown,是
23715,married,no,no,cellular,是
23716,married,yes,no,cellular,是
23717,single,yes,no,cellular,是
23718,single,yes,no,cellular,是
23719,married,no,no,cellular,是
23720,single,yes,no,unknown,是
23721,married,no,no,cellular,是
23722,divorced,no,no,cellular,是
23723,married,yes,no,unknown,是
23724,married,no,no,cellular,是
23725,married,yes,no,cellular,是
23726,single,yes,no,telephone,是
23727,divorced,no,no,cellular,是
23728,single,yes,no,cellular,是
23729,married,yes,no,cellular,是
23730,married,yes,no,cellular,是
23731,single,yes,no,unknown,是
23732,divorced,no,no,cellular,是
23733,single,yes,no,cellular,是
23734,divorced,no,no,cellular,是
23735,divorced,no,no,cellular,是
